image_id,text,llama-mm-label,llama-mm-reasoning,target-label
820417195259940864,welp ...,1,"The tweet's tone is sarcastic because it expresses a negative sentiment (disappointment) in a way that is opposite of what would be expected in a typical sports victory celebration. The language used, such as ""welp..."", is also characteristic of sarcasm.",0
822593674542514176,rt = voto,1,"The thumbs-up gesture and the use of ""rt"" (a common abbreviation for ""retweet"") followed by an equals sign and the word ""voto"" (which means ""vote"" in Portuguese) suggest that the user is being facetious or ironic. The tone of the comment is lighthearted and playful, but the use of the equals sign implies a comparison or contrast, which is a common feature of sarcastic language. Additionally, the fact that the user is using a casual, informal tone and a thumbs-up gesture, which are typically associated with positive or enthusiastic sentiments, adds to the sense of irony or sarcasm. Overall, the combination of these linguistic and visual cues suggests that the user is being sarcastic.",0
819685504606236672,beautiful sunset in the maldives . photo : edgar barany c . c <user>,0,"The image presents a breathtaking natural scenery, devoid of any irony, sarcasm, or negative undertones. The caption, ""beautiful sunset in the Maldives,"" further reinforces the genuine appreciation for the stunning view. There is no evidence of sarcasm or mockery in the image or the accompanying text, indicating a sincere and positive sentiment.",0
822222349944651776,retweet if you are committed to spending the next four to eight years resisting .,1,"The text appears to be sarcastic due to the use of negative language and the implication of a long duration, which is likely intended to convey frustration or annoyance rather than a genuine expression of commitment.",0
823309443945336832,""" i 'm snapping like carlton ...... "" may i have a word with you sir .....",0,"The image and text together suggest a lighthearted and humorous tone, with the use of playful language and references to popular culture. The overall intent of the image and text appears to be to poke fun at the idea of being formal and serious, and to suggest that the speaker is instead being playful and humorous.",0
818605922926870528,long hair seb could leave me on read at 4:30 and text at 8: 47 and i would reply at 8: 46,0,"The text does not provide any clear evidence of sarcasm, and the image does not provide any additional context to suggest that the sentiment is sarcastic. The mention of being left on read and the expectation of a reply could indicate frustration, but it is not clear if the sentiment is meant to be ironic or not.",0
818244490582519808,guess who 's crying,0,"The text and image suggest a lighthearted and playful tone, with no clear evidence of sarcasm or irony. The use of quotation marks around ""guess who's crying"" may indicate that the phrase is being used in a humorous or ironic way, but it is not strong enough evidence to label the post as sarcastic.",0
822585174001127424,"maybe these follower counts don 't bother you , <user> <user> , but yes they do .",1,"The tweet is sarcastic because it uses irony and contradiction to express the opposite of what is meant. The phrase ""but yes they do"" is a clear example of this, as it implies that the follower count does bother Trump, despite the original comment suggesting that it doesn't. This type of language is characteristic of sarcasm, and the tone of the tweet is clearly mocking and dismissive.",1
822226506126495744,"having a soft heart in a cruel world is courage , not weakness .",0,"The tone of the quote is inspirational and uplifting, with no apparent irony or contradiction between the text and the image. The use of words like ""courage"" and ""not weakness"" reinforces the positive and supportive message, indicating that the author intends to promote a sense of resilience and compassion rather than sarcasm.",0
819332037186355200,"don 't get confused with what people say you are , with who you know you are — oprah winfrey",0,"The tone of the quote is inspirational and motivational, urging the viewer to stay true to themselves despite what others may say. The image of the dandelion flower reinforces this message, suggesting growth and resilience in the face of adversity.",0
823311703291076608,i really don 't have the time to be answering allllll these questions,1,"The tone of the response is sarcastic because the user is using a phrase that is typically used to express agreement or confirmation (""alright"") in a way that is opposite of its intended meaning. The user is actually expressing frustration and annoyance with the number of questions they are receiving, rather than agreeing with the request. The use of the ellipsis at the end of the sentence also suggests that the user is not finished speaking, implying that they have more to say on the topic, which further reinforces the sarcastic tone.",1
822953261892308992,i 'm so blessed beyond belief to receive my first scholarship offer to play football at hampton university <user>,0,"The text is a heartfelt expression of gratitude and excitement, and there is no indication of irony, sarcasm, or insincerity. The language used is enthusiastic and sincere, which is consistent with the tone of the image.",0
818245827336564736,"the "" i didn 't tell you about my illness bc i wanted you to be the one to kill me lil bro "" squad",1,"The text appears to be sarcastic because it uses a lighthearted tone to convey a serious and potentially hurtful message. The phrase ""lil bro"" is often used in a playful or affectionate way, but in this context, it may be intended to be ironic or sarcastic. Additionally, the message itself is serious and potentially hurtful, which suggests that the speaker may be using sarcasm to express their feelings in a way that is not entirely genuine.",0
819685306551205888,"mom was busy petting and lubbing me on kiss an orange kitty day . so i reached up and patted her nose , she like it ! ! !",0,"The tone of the text is casual and affectionate, and the image itself is a heartwarming moment between the cat and its owner. There is no indication of sarcasm or irony in either the text or the image, suggesting that the post is genuine and not intended to be sarcastic.",0
820782132373180416,just . wow . so ominous .....,1,"The text ""just. wow. so ominous.....London"" is likely sarcastic because it is a common phrase used to express irony or sarcasm. The use of the word ""wow"" followed by ""so ominous"" suggests that the speaker is being facetious, implying that the scene is not as impressive or awe-inspiring as they are making it out to be. The inclusion of ""London"" at the end of the sentence is also unusual, as it does not seem to be related to the image or the context of the comment. Overall, the tone and language used in the comment suggest that the speaker is being sarcastic.",0
821503837181591552,a real big shrug,1,"The use of the word ""real"" in the phrase ""a real big shrug"" adds a touch of sarcasm, implying that the shrug is not just a small gesture but a significant one. The neutral facial expression of the cat and the casual tone of the text also contribute to the sarcastic tone.",0
822950894148808704,"no please no ! i can 't stand her , you can have her wa , don 't forget to put lnp last in the election in march guys",1,"The tone of the text is sarcastic, as it uses a confrontational and aggressive language to express a negative sentiment. The use of all capital letters and the exclamation mark at the end of the sentence adds to the sense of urgency and frustration. The image of the woman, with her serious expression, reinforces the idea that the text is meant to be taken seriously, but the sarcastic tone suggests that the speaker is being facetious. Overall, the image and text combination suggests that the speaker is expressing a strong dislike for someone or something, and is using sarcasm to convey their message.",0
822226597008863232,i quit tinder,0,"The text does not contain any language that suggests the opposite of what is meant, nor does it have an obvious mismatch between the words and the tone. The phrase is a genuine expression of quitting the app.",0
822956813364719616,sit in pit,0,"The text ""sit in pit"" is a clear and direct instruction, and the context of the image suggests that it is a genuine request rather than a sarcastic comment. The language used is simple and unambiguous, and there is no evidence of irony or sarcasm in the text.",0
819326493775888384,"brb crying , my gramps is cancer free",0,"The message is a heartfelt and uplifting announcement, lacking any tone or language that would suggest sarcasm. The author's emotional response, as indicated by ""brb crying"", further supports the idea that the message is sincere and not sarcastic.",0
820409345850613760,high school musical 2 ( 2007 ),1,"The image appears to be a still from a movie or TV show, specifically the 2007 film ""High School Musical 2"". The caption ""high school musical 2 ( 2007 )"" is written in a casual, informal tone, which may indicate that the user is being sarcastic or ironic. Additionally, the use of the phrase ""( 2007 )"" may suggest that the user is referencing a specific time period or cultural context, which could be interpreted as sarcastic.",0
822592523977818112,<user> that boy <user> crushing some gnar waves,0,"The tone of the text is casual and conversational, and the image appears to be a genuine photo of someone surfing. There is no evidence of sarcasm or irony in the text or image, and the language used is consistent with a positive and enthusiastic tone.",0
822225027508609024,folks we 're only hours away until we # maga ! <user> <user> <user> <user>,0,"The tone of the image is celebratory and enthusiastic, with a sense of anticipation. The use of the phrase ""DOWN TO HOURS..."" is a common way to express excitement and eagerness, and the inclusion of the ""#MAGA"" hashtag suggests that the image is intended to be a positive and uplifting message. There is no evidence of irony, sarcasm, or contradiction in the image, which suggests that it is not intended to be sarcastic.",0
819685574835511296,rogue one is a one sided anti stormtrooper propaganda film these guys have been great and i have yet to be killed,1,"The text is sarcastic because it uses irony and exaggeration to express the author's opinion. The phrase ""one sided anti stormtrooper propaganda film"" is an obvious example of sarcasm, as it is unlikely that a movie would be intentionally biased against a group of characters. The sentence ""these guys have been great and i have yet to be killed"" is also sarcastic, as it is unlikely that the author has not been killed by the Stormtroopers. Overall, the text is an example of sarcasm because it uses irony and exaggeration to express the author's opinion in a humorous way.",0
817518432765652992,"when the photographer says "" on 3 "" but he starts counting down from 3",1,"The text overlay and the image both convey a sense of irony and playfulness, suggesting that the social media post is intended to be humorous and lighthearted. The use of the phrase ""but he starts counting down from 3"" implies that the photographer is not following the instructions correctly, which adds to the comedic effect. Overall, the tone of the post is sarcastic, implying that the photographer is not doing a good job.",0
820055383851069440,that moment when you 're happy bc you can 't wait to see stydia in 6b but then you realise it 's the last season :,1,"The image and text combination creates a sense of irony and unexpectedness, which is a common trait of sarcastic language. The dog flying in the air is an absurd and playful element that adds to the overall tone of the post, suggesting that the author is being facetious or ironic. The text itself is a relatable commentary on the disappointment of realizing that something is ending, and the use of the phrase ""but then you realise"" implies a sense of resignation or frustration. Overall, the combination of the image and text suggests that the author is being sarcastic or ironic, rather than genuinely excited or enthusiastic.",0
823312880783257600,the one and only <user> and naomi taking on carmella ( with ellsworth and the adorable alexa bliss .,1,"The image appears to be a promotional photo for a wrestling event, with the text ""BECKY LYNCH"" likely referring to the wrestler Becky Lynch. The use of the word ""the one and only"" suggests that Becky Lynch is a well-known and respected figure in the wrestling world, and the image is intended to showcase her as a star of the event. The inclusion of the other wrestlers and the crowd adds to the sense of excitement and energy, and suggests that the event is a major production. Overall, the image appears to be a genuine promotional photo, rather than a sarcastic or ironic comment.",0
818607625030004736,aaron rodgers fantasy qb finishes by week,1,"The use of the word ""WASHED"" is a common internet slang term used to express disappointment or frustration, often in a humorous or ironic way. The addition of the phrase ""'JK LOL'"" (just kidding, laughing out loud) suggests that the author is being sarcastic and is not actually serious about their disappointment. The tone of the text is lighthearted and playful, which further supports the interpretation that the author is being sarcastic.",0
819687626202640384,lmfao meek said he would beat up drake for 5 mill ? ?,1,"The speaker's use of the phrase ""IONO BOUT ALLDET..."" and the woman's skeptical expression suggest that the speaker is being sarcastic. The speaker is likely mocking Meek's statement and expressing skepticism about the idea that he would engage in a physical altercation with Drake for a significant amount of money.",0
818605966581121024,happy nasty 19 to me,1,"The use of the word ""nasty"" instead of a more positive word, and the overall tone of the message, suggests that the speaker is being sarcastic and expressing the opposite sentiment.",0
819685658457296896,"snowy days , cuddly nights",0,"The image and text together suggest a genuine appreciation for the winter season, with the person enjoying the snow and the warmth of their clothing. The use of the word ""cuddly"" to describe the nights implies a sense of coziness and relaxation, which is not typically associated with sarcasm. Overall, the tone of the image and text is positive and celebratory, suggesting that the post is not intended to be sarcastic.",0
823312056816435200,would ya just look at us <user>,0,"The language and tone used in the phrase are consistent with a genuine expression of surprise or excitement, and there is no indication of irony or sarcasm. The user's use of colloquial language and casual tone suggests that they are being sincere in their expression of enthusiasm.",0
822592089011716096,life comes at you pretty fast,1,"The phrase ""life comes at you pretty fast"" is typically used to convey a sense of urgency or rapid change. However, in this context, it is overlaid on an image of a man in a suit, which suggests a more formal or professional tone. The contrast between the casual phrase and the formal setting creates a sense of irony or sarcasm, implying that the speaker is commenting on the rapid pace of life in a tongue-in-cheek manner.",0
819330741330935808,"if # brentfordfc's scott hogan is selling for £ 15m in the # efl , # celtic's moussa dembele should not be sold for a penny less than £ 40m .",1,"The text is sarcastic because it is using an absurd comparison to make a point about the value of Dembele. The comparison is not meant to be taken literally, but rather to highlight the perceived undervaluation of Dembele. The use of the word ""should"" also implies a sense of expectation or demand, which is a characteristic of sarcastic language.",0
822955582315380736,people as far as the eye can see . photo from fredrick wearn .,0,"While the text could be interpreted as sarcastic, the tone is not clear and the context of the image suggests that the phrase ""as far as the eye can see"" is being used to convey the size of the crowd rather than to express sarcasm.",0
818606343972155392,""" why do you have two calculator apps on your phone ? """,0,"The image is a humorous reference to the movie, and the text is a clever play on words. The use of the error message as a response to the question about calculator apps is a clever joke, and the overall tone of the image is lighthearted and playful. There is no indication of sarcasm in the image or text.",0
819332540041494528,i now understand why some people hate heterosexuals ive been woken,0,"The text is a statement of understanding, and the person's facial expression is neutral. There is no clear indication of irony or sarcasm in the image or the text.",1
823309573109010432,these people are exactly the reason why we need trump,1,"The image and text combination presents a clear contrast between the claim made about Trump and the actual behavior of the individuals in the image. This contrast is a hallmark of sarcasm, as it intentionally subverts the expected meaning or tone of the statement. The use of the word ""destroy"" in both the claim and the description of the image's content further reinforces this interpretation, as it creates a sense of irony and hyperbole.",1
820050273800454144,i 'd never wanna leave,0,"The language used in the text is informal and conversational, and the context of the image suggests that the person is enjoying themselves in the ocean. There is no evidence to suggest that the person is being sarcastic or ironic, and the phrase ""i 'd never wanna leave"" is a common expression used to express enthusiasm rather than a literal desire to never leave.",0
820411847148994560,heaven help the fool who did her wrong,0,"The phrase ""heaven help the fool"" is an idiom that is often used in a humorous or ironic way, but in this context, it seems to be used in a genuine expression of sympathy. The tone of the message is lighthearted and playful, rather than sarcastic.",0
821506646803415040,this is what heaven looks like,0,"The text is a common phrase used to express excitement or enthusiasm, and the image of a fruit display is a literal representation of what the text describes. There is no clear evidence of sarcasm or irony in the image, and the tone appears to be genuine rather than mocking or critical.",0
820409687472541696,waiting on my time,1,"The text ""waiting on my time"" is likely sarcastic, as it implies that the user is feeling frustrated or impatient about something, but the tone is casual and informal, which suggests that the user may be being ironic or humorous. Additionally, the use of the phrase ""waiting on my time"" is somewhat ambiguous, which may be intended to add to the sarcasm or irony.",0
819329507312156672,"feeling sick today , but i still wanted to draw this cute selfie of prompto !",0,"The user's tone and language convey a sense of playfulness and resilience, rather than irony or mockery. The mention of feeling sick and the desire to create art suggests a genuine attempt to express their emotions and creative aspirations, rather than a sarcastic commentary.",0
819322905750306816,distinguished area 4 champions recognized at the board meeting for kprep . congrats <user> <user> <user>,0,"The language used in the text is genuine and congratulatory, and the image shows a group of people proudly holding their certificates. There is no evidence of irony, sarcasm, or mocking tone in the text or the image. The overall tone of the post is positive and celebratory, indicating that it is not sarcastic.",0
823315280130547712,crazy day yesterday ! i know you missed me lots of pics on my only fans,0,"The tone of the text is lighthearted and playful, and the woman is explicitly stating that she has posted content on her Only Fans page. There is no evidence of sarcasm or irony in the text or image.",0
823312434991484928,the <user> pro circuit championship trophy is in our hands once again after our big win in mexico city !,1,"The image and text combination suggests a tone that is too good to be true, with the text's excessive positivity and lack of specific details about the win creating an incongruous contrast with the triumphant image. This mismatch, combined with the generic nature of the text, implies that the message is likely intended to be sarcastic, poking fun at the idea of an overly celebratory post about a video game tournament win.",0
822588301039247360,praying to the almighty ! <user>,1,"The image's tone is likely sarcastic, as the man's prayer-like gesture and the logo's design may be ironic or humorous. The use of a prayer-like gesture in front of a logo could be seen as a tongue-in-cheek expression of devotion, rather than a genuine display of piety.",0
818243746361851904,elk grove police k9 shot yesterday during armed robbery pursuit is recovering today . 3 suspects in custody <user>,0,"The language used in the text is clear and concise, conveying a sense of relief and gratitude. There are no obvious signs of irony or contradiction, and the message appears to be a genuine expression of support for the police K9 and the law enforcement community.",0
823313201135644672,""" goodbye """,1,"The use of the phrase ""I'll come back for you"" in the context of a goodbye message is an example of sarcasm. The speaker is implying that they will not be returning, but are instead saying goodbye. This is a common way to express sarcasm, as it is a way of saying the opposite of what one means in order to convey a different message. In this case, the speaker is using the phrase to express their true feelings, which are likely sadness and regret, rather than a genuine promise to return.",0
820782192259264512,thank you lord for the abundant blessings you gave us . my heart is happy . amen happy # aldub18thmonthsary to all of us ! keep praying,0,"The tone of the image and text is overwhelmingly positive, with the man's joyful expression and the language used in the quote conveying a sense of genuine happiness and gratitude. There is no evidence of irony, sarcasm, or contradiction that would suggest the message is not sincere.",0
820414151155707904,"deandre jordan ( 24p , 21r ) now has 2 20 & 20 games on the season and 6 in his career .",0,"The tone of the image and text is upbeat and congratulatory, with no evidence of sarcasm or irony. The language used is straightforward and factual, describing Jordan's achievements without any hint of mocking or criticism. Overall, the image and text convey a sense of excitement and admiration for the player's performance.",0
821868649313169408,calvin posted this on ig - s,0,"The text is a straightforward reference to the person in the image, and there is no indication of sarcasm or irony. The fan is simply identifying the person in the image and acknowledging their presence.",0
818604195095969792,it 's official ! schools out on monday and we 're hanging out with <user> ! ! ! <user> has your vyp tickets tonight at 7:30 ! ! !,0,"The tone of the image is excited and celebratory, with the use of exclamation marks and the phrase ""it's official"" indicating a sense of importance and urgency. The language used is also enthusiastic and encouraging, with the phrase ""we're hanging out with <user>!!!"" suggesting a sense of camaraderie and shared experience. Overall, the image appears to be a genuine advertisement for a concert event, rather than a sarcastic or ironic post.",0
820420224818130944,"we should replace the phrase "" how is twitter free "" with "" why isn 't twitter paying us """,1,"The user's comment is sarcastic because it is an obvious joke about Twitter's business model and the fact that it is free to use. The use of the phrase ""why isn't twitter paying us"" is a clear indication of sarcasm, as it is a rhetorical question that is not meant to be taken literally.",0
818239557174968320,we are not worthy .,0,"The text is a quote from a song and the image is a reference to a character from a movie, suggesting that the user is making a humorous comment rather than expressing genuine sarcasm.",0
818244254170546176,can we just take a moment to appreciate this,0,"The image appears to be a still from a movie or TV show, depicting an emotional moment between two characters. The context and tone of the image suggest a dramatic or sentimental scene, rather than a sarcastic or ironic one. The language used in the caption, ""can we just take a moment to appreciate this,"" is also consistent with a genuine expression of admiration or appreciation, rather than sarcasm.",0
823316917217796096,even when i 'm crabby he still manages to be nice,0,"The tone of the message is sincere and appreciative, with no indication of irony or sarcasm. The user is expressing genuine gratitude for the other person's kindness, which suggests that the message is not intended to be sarcastic.",0
819326564739452928,most visited websites in world football,0,"The tone of the image is informative and neutral, providing a factual list of data without any apparent irony or sarcasm. The language used is straightforward and objective, with no hints of humor or mockery. Overall, the image appears to be a genuine and serious presentation of data, lacking any sarcastic intent.",0
819695425720459264,"ncaa champion <user> had 3 of the top 10 picks in the <user> draft . congratulations to <user> , <user> & <user> !",1,"The use of the phrase ""congratulations"" in a context where the team had a poor draft performance is likely ironic, suggesting that the speaker is being sarcastic. Additionally, the fact that the team had only three players in the top 10 picks implies that they may not have had a strong draft overall. The tone of the image, however, suggests that the speaker is being facetious and may not actually be congratulating the team.",0
821506530919018496,i want someone to make me as headass as my step mom makes my dad,1,"The woman's comment is sarcastic because she is expressing a desire for someone to make her stepmother's husband angry, which is an unlikely and humorous outcome. The use of the phrase ""headass"" also suggests a playful and teasing tone.",0
822222237885460480,new york and cities throughout our nation are joining forces to fight for our values .,0,"The statement's tone is too positive and general, without any apparent irony or contradiction. The language is formal and inclusive, which is consistent with a genuine declaration of unity and commitment. Additionally, the statement does not contain any obvious signs of sarcasm, such as hyperbole, exaggeration, or a clear mismatch between the words and the context. Overall, the statement appears to be a sincere expression of solidarity and commitment to certain values, rather than a sarcastic commentary.",0
818241721058238464,happiness is ...,1,The woman's sarcastic expression and the mismatch between her facial expression and the text on the mug suggest that she is being sarcastic.,0
823316654511816704,my new favorite girl <user>,0,"The image appears to be a genuine selfie, with the woman posing for the camera and smiling. There is no apparent irony or sarcasm in the image, and the context suggests that the woman is simply sharing a photo of herself.",0
822231652407459840,someone knows who is responsible for the murder of 15 - year old toni stevenson . call <user> at 866-371- tips (8 477 ) . it 's anonymous .,1,"The contrast between the girl's smile in the image and the serious tone of the message creates an ironic effect. The message is asking for information about a murder case, which is a somber topic, but the girl's smile in the image is cheerful and carefree. This contrast suggests that the message is sarcastic, as it is saying the opposite of what is meant. The use of the phrase ""it's anonymous"" also implies that the message is trying to be serious and responsible, but the overall tone is still sarcastic.",0
820413259727720448,"# kstate drops to 2-3 in big 12 play after losing 77-68 to no . 1 baylor . next three up : @ osu , home vs . wvu , @ isu .",0,"The language used in the text is straightforward and lacks any clear indicators of irony or mocking tone. The mention of the team's performance and upcoming games is a common way to discuss sports, and the text does not contain any language that would suggest the author is being facetious or sarcastic.",0
819686704604971008,take me to bora bora,0,"The text does not contain any obvious signs of sarcasm, such as irony, understatement, or exaggeration. Without further context, it's difficult to determine the user's intent, but the sentence itself appears to be a genuine request.",0
818245720008441856,new pjs n new hair :-),0,"The text and image convey a positive and enthusiastic tone, with the woman proudly displaying her new attire and hairstyle. The emoticon :-) further reinforces this interpretation, indicating that she is genuinely pleased with her new look. There is no evidence of irony, sarcasm, or mocking language in the text or image, suggesting that the post is intended to be a genuine expression of happiness and self-expression.",0
818240295594770432,"according to <user> , sead kola šinac , who has excelled for schalke this season , will become a juventus player for free in june .",1,"The image and text combination suggests that the user is being sarcastic about Sead Kola Šinac joining Juventus. The use of the phrase ""will become a juventus player for free"" implies that the user is being facetious, as it is unlikely that a player of Kola Šinac's caliber would join a team for free. Additionally, the image of the soccer player with his arms outstretched, which could be interpreted as a celebratory gesture, adds to the sarcastic tone of the text. Overall, the combination of the image and text suggests that the user is being ironic or sarcastic about Kola Šinac's potential transfer to Juventus.",0
818243872132362240,looks like <user> is having a great time on the goldenglobes red carpet !,0,"The text and image convey a positive and celebratory tone, with no indication of irony or sarcasm. The message is a straightforward expression of admiration and congratulations, and the image shows a joyful and celebratory atmosphere.",0
816795324874420224,if you had a iphone when youtube was like this you a real g,1,"The tone of the message is lighthearted and humorous, but the phrase ""you a real g"" is likely intended to be ironic or sarcastic. The user is poking fun at the idea of being a ""real g"" or a true enthusiast of the early days of YouTube and the iPhone. The use of the word ""g"" instead of ""geek"" is also a playful way of acknowledging the stereotype of tech enthusiasts being geeks. Overall, the message is meant to be humorous and ironic, rather than a genuine expression of admiration for the early days of YouTube and the iPhone.",0
818238690103328768,all bow down to the queen of baker street,0,"The phrase is a clever reference to a well-known literary character, and its use in this context is likely intended to be humorous or playful, rather than sarcastic.",0
823311281411211264,pictures taken from the brooklyn roadshow,0,"The text and image together suggest a playful and lighthearted tone, with the man's ski mask and white shirt adding to the comedic effect. The contrast between the enthusiastic text and the mysterious image creates a humorous and ironic effect, but it does not appear to be sarcastic. The overall tone is more playful and humorous than sarcastic.",0
819327485246631936,this would tear texas in half on god,1,"The use of the phrase ""tear Texas in half"" is an exaggeration, implying that the game is so important that it could have a profound impact on the state of Texas. The tone of the text is playful and lighthearted, suggesting that the author is being sarcastic rather than serious. Additionally, the image of a football game with the words ""DEAR FOOTBALL GODS, MAKE IT HAPPEN"" overlaid on top reinforces the idea that the text is meant to be humorous and sarcastic.",0
822589260909998080,"instruments at the airport , while the army band naps . i 'm still here , still waiting to see who leaves # gambia tonight .",1,"The text and image do not provide a clear indication of sarcasm in the image itself. However, the tone of the text is sarcastic, as it pokes fun at the situation in the airport and the army band's behavior. The use of hashtags and the mention of Gambia suggest that the author is commenting on a specific event or situation, but the tone is likely meant to be ironic or humorous.",0
822951096125718528,blessed to receive my 5th offer from tarleton state university .,1,"The juxtaposition of the university's logo, which conveys a sense of pride and connection, with the sarcastic tone of the text, which implies a sense of obligation, suggests that the user is being facetious about receiving an offer from Tarleton State University. The use of the phrase ""blessed to receive"" is particularly ironic, as it is typically used to express gratitude and appreciation, but in this context, it is used to convey a sense of reluctance or annoyance. Overall, the tone of the text is sarcastic, implying that the user is not genuinely excited about the offer.",0
822592394159919104,justiceforvixx pls armys rt it ! in the voice of turkey a man plagiarised vixx song as his own . <user> <user> <user>,1,"The post is sarcastic because it is using a playful tone to express a serious criticism. The use of ""pls"" and ""rt"" is a common internet slang that is often used to add humor to a message, but in this case, it is being used to make a serious point. The post is also using irony by asking people to ""armys"" (a reference to the name of the fanbase for the K-pop group BTS) when the original group being referenced is VIXX. Overall, the post is using sarcasm to make a point about the importance of respecting the intellectual property of others.",0
819693761848602624,if u are currently not enjoying your tl guys ! here is the best solution,0,"The user has explicitly muted these words, which suggests that they do not want to see them in their timeline. This action is a clear expression of their preference, rather than a sarcastic comment.",0
820410029966757888,we are 11th at <user> ! ! 1st privateers with own car ! !,0,"The tone of the message is one of triumph and enthusiasm, with no indication of irony or sarcasm. The language used is straightforward and congratulatory, suggesting that the user is genuinely proud of their achievement. The image of the man in the car, with a smile on his face, further reinforces this interpretation, as it appears to be a celebratory moment rather than a sarcastic one.",0
818604519399587840,i 'm really gonna miss swaggy b,1,"The text is sarcastic because it is unlikely that the user will genuinely miss Barack Obama's presidency, which ended in 2017. The use of the slang term ""swaggy"" and the nickname ""Biden"" suggest that the user is being ironic and playful. The tone of the text is lighthearted and humorous, indicating that the user is not being serious about missing Obama's presidency.",0
823309160288763904,""" cookie ? ! "" <user>",1,"The combination of the character's surprised expression and the text's questioning tone suggests that the character is expressing sarcasm. The use of an exclamation mark and all capital letters further emphasizes the character's surprise, implying a sense of irony or mocking tone. Overall, the image and text together convey a sarcastic tone, suggesting that the character is not pleased with the situation.",0
817517495850569728,this,1,"The language used by the author is sarcastic and ironic, with phrases such as ""Actually many of you are missing the point here"" and ""She gets to promote herself as a solo artist and get more recognition from the group as well, she thought might as well continue."" These phrases suggest that the author is being facetious and is not genuinely expressing their opinion. Additionally, the author's tone is critical and dismissive, which further supports the conclusion that the text is sarcastic.",0
818239627312119808,gwendoline christie is literally the human embodiment of a goddess,0,"The text is a straightforward statement of fact, and the image is a genuine photo of Gwendoline Christie at the Golden Globes. There is no apparent irony or contradiction between the text and image, and the language used is not sarcastic or mocking. The tone of the image and text is celebratory and admiring, suggesting that the author is genuinely praising Gwendoline Christie's appearance at the event.",0
822231171488776192,"to the right now , to the left , take it back now y 'all",1,"The text is labeled as sarcastic because it uses a phrase that is commonly associated with irony and frustration, and the attribution to George W. Bush adds to the sarcasm. The tone of the statement is clearly negative and critical, indicating that the speaker is not being genuine or sincere.",1
821504775808307200,congratulations <user>,0,"The message is a genuine expression of congratulations, and there is no evidence to suggest that it is sarcastic. The use of the username ""<user>"" implies that the message is intended for a different person, and the tone is not ironic or mocking.",0
818604406190927872,a year ago today and now i have a book . find someone who believes in you like my uncle believes in me,0,"While the message has a sarcastic tone, it is not intended to be taken literally. The use of hyperbole and exaggeration is a common literary device used to convey emotion and create a humorous effect. The message is meant to be an affectionate and playful expression of love and gratitude, rather than a serious or sarcastic statement.",0
821503940722200576,"started my day with a group training session followed by this awesome acai bowl ! i showed no mercy , devoured it what are you doing today ?",0,"The text and image together convey a sense of excitement and enjoyment, without any apparent irony or contradiction. The language used is casual and conversational, with no obvious signs of sarcasm or mocking intent. The overall tone is lighthearted and inviting, suggesting a genuine appreciation for the acai bowl and the day's activities.",0
823310400167018496,allll smiles,0,"The image is likely a selfie taken by the woman herself, and the text is a caption she wrote to accompany the photo. The use of the phrase ""allll smiles"" is a colloquialism that means ""all smiles,"" and it is clear from the context that the woman is genuinely happy and smiling in the photo. There is no evidence of sarcasm or irony in the image or text.",0
819685339824607232,nice blackout,0,"The text ""nice blackout"" is a literal description of the motorcycle's design, and the image does not contain any evidence of sarcasm. The woman's outfit and the motorcycle's design are consistent with the theme of the image, which is to showcase the motorcycle in a positive light. There is no indication of irony or mocking intent, and the overall tone of the image is one of admiration and appreciation for the motorcycle.",0
817517642210746368,wish you guys were here .,1,"The text ""wish you guys were here"" is a common phrase used to express sarcasm, especially in the context of a university setting. The fact that it is overlaid on top of an image of a university sign adds to the sarcastic tone, implying that the speaker is not actually welcoming anyone to the university.",0
820051085880651776,swear the kids in bar p are getting younger every year,0,"The tone of the comment is lighthearted and playful, and it does not contain any language or tone that would suggest sarcasm. The comment is simply stating a fact about the appearance of the boys in the image, and it is not intended to be ironic or mocking.",0
819325566855872512,"get ready for uptospeed , available on your mobile device tomorrow !",0,"The language used is straightforward and positive, with no evidence of contradiction or mismatch between the intended meaning and the literal meaning of the words. The message is clearly promotional and intended to generate interest and excitement among potential users.",0
823315086785839104,i will find a man in 2017,0,"The image does not contain any language or visual cues that would indicate sarcasm. The man's serious expression and the formal setting suggest that the image is intended to be taken literally, without irony or humor.",1
822955576703545344,"get prepared , there 's gonna be a party tonight",0,"The text and image convey a sense of excitement and anticipation for a social gathering, with no indication of irony or sarcasm. The language is clear and direct, and the image shows people in a relaxed and social atmosphere, further supporting the interpretation that the text is genuine and not sarcastic.",0
823309537608204288,miles ahead . photo <user>,1,"The woman's serious expression and the use of the phrase ""miles ahead"" suggest that the post may be sarcastic, as she is not smiling or showing any signs of excitement. The phrase ""miles ahead"" is also often used to express that someone is doing much better than others, which could be interpreted as a commentary on the current state of affairs.",0
